obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,agent,act
378.74667,351.11737,376.49686,0.005,0.01944045,0.005,0.23473684,0.1205,0.3138,52.998,189.261,A_ctrl,5
378.74667,351.11737,376.49686,0.005,0.01944045,0.005,0.23473684,0.1205,0.3138,52.998,189.261,B_ctrl,5
378.74667,351.11737,376.49686,0.005,0.01944045,0.005,0.23473684,0.1205,0.3138,52.998,189.261,C_ctrl,0
378.74667,351.11737,376.49686,0.005,0.01944045,0.005,0.23473684,0.1205,0.3138,52.998,189.261,EMS,6
367.102,359.7712,341.90146,0.01571305,0.01571305,0.005,0.21719298,0.1322,0.3296,40.949,229.973,A_ctrl,4
367.102,359.7712,341.90146,0.01571305,0.01571305,0.005,0.21719298,0.1322,0.3296,40.949,229.973,B_ctrl,5
367.102,359.7712,341.90146,0.01571305,0.01571305,0.005,0.21719298,0.1322,0.3296,40.949,229.973,C_ctrl,8
367.102,359.7712,341.90146,0.01571305,0.01571305,0.005,0.21719298,0.1322,0.3296,40.949,229.973,EMS,6
347.5066,366.1966,367.0694,0.02149865,0.01774865,0.00649865,0.19964913,0.1131,0.3333,48.856,233.227,A_ctrl,7
347.5066,366.1966,367.0694,0.02149865,0.01774865,0.00649865,0.19964913,0.1131,0.3333,48.856,233.227,B_ctrl,1
347.5066,366.1966,367.0694,0.02149865,0.01774865,0.00649865,0.19964913,0.1131,0.3333,48.856,233.227,C_ctrl,8
347.5066,366.1966,367.0694,0.02149865,0.01774865,0.00649865,0.19964913,0.1131,0.3333,48.856,233.227,EMS,6
375.7219,329.97876,368.73453,0.01041135,0.01041135,0.00666135,0.18210526,0.1274,0.3272,44.228,209.756,A_ctrl,7
375.7219,329.97876,368.73453,0.01041135,0.01041135,0.00666135,0.18210526,0.1274,0.3272,44.228,209.756,B_ctrl,5
375.7219,329.97876,368.73453,0.01041135,0.01041135,0.00666135,0.18210526,0.1274,0.3272,44.228,209.756,C_ctrl,0
375.7219,329.97876,368.73453,0.01041135,0.01041135,0.00666135,0.18210526,0.1274,0.3272,44.228,209.756,EMS,6
379.85013,375.69992,341.7358,0.0092378,0.0167378,0.0054878,0.1645614,0.1207,0.3257,39.183,201.87,A_ctrl,1
379.85013,375.69992,341.7358,0.0092378,0.0167378,0.0054878,0.1645614,0.1207,0.3257,39.183,201.87,B_ctrl,8
379.85013,375.69992,341.7358,0.0092378,0.0167378,0.0054878,0.1645614,0.1207,0.3257,39.183,201.87,C_ctrl,7
379.85013,375.69992,341.7358,0.0092378,0.0167378,0.0054878,0.1645614,0.1207,0.3257,39.183,201.87,EMS,6
363.35672,380.3776,378.08475,0.0088435,0.0050935,0.0088435,0.14701754,0.0821,0.3627,52.57,231.898,A_ctrl,2
363.35672,380.3776,378.08475,0.0088435,0.0050935,0.0088435,0.14701754,0.0821,0.3627,52.57,231.898,B_ctrl,8
363.35672,380.3776,378.08475,0.0088435,0.0050935,0.0088435,0.14701754,0.0821,0.3627,52.57,231.898,C_ctrl,8
363.35672,380.3776,378.08475,0.0088435,0.0050935,0.0088435,0.14701754,0.0821,0.3627,52.57,231.898,EMS,6
349.33316,373.70172,372.94153,0.0140949,0.0065949,0.0065949,0.12947369,0.0806,0.3464,51.392,190.643,A_ctrl,1
349.33316,373.70172,372.94153,0.0140949,0.0065949,0.0065949,0.12947369,0.0806,0.3464,51.392,190.643,B_ctrl,8
349.33316,373.70172,372.94153,0.0140949,0.0065949,0.0065949,0.12947369,0.0806,0.3464,51.392,190.643,C_ctrl,8
349.33316,373.70172,372.94153,0.0140949,0.0065949,0.0065949,0.12947369,0.0806,0.3464,51.392,190.643,EMS,7
348.05225,352.25565,383.00778,0.00828215,0.005,0.005,0.10315789,0.0822,0.3393,48.138,194.774,A_ctrl,1
348.05225,352.25565,383.00778,0.00828215,0.005,0.005,0.10315789,0.0822,0.3393,48.138,194.774,B_ctrl,8
348.05225,352.25565,383.00778,0.00828215,0.005,0.005,0.10315789,0.0822,0.3393,48.138,194.774,C_ctrl,0
348.05225,352.25565,383.00778,0.00828215,0.005,0.005,0.10315789,0.0822,0.3393,48.138,194.774,EMS,7
360.578,379.06537,345.89114,0.0084887,0.005,0.005,0.07684211,0.0792,0.3593,41.224,216.546,A_ctrl,6
360.578,379.06537,345.89114,0.0084887,0.005,0.005,0.07684211,0.0792,0.3593,41.224,216.546,B_ctrl,8
360.578,379.06537,345.89114,0.0084887,0.005,0.005,0.07684211,0.0792,0.3593,41.224,216.546,C_ctrl,1
360.578,379.06537,345.89114,0.0084887,0.005,0.005,0.07684211,0.0792,0.3593,41.224,216.546,EMS,7
359.52356,356.18323,360.76007,0.0133273,0.0058273,0.0095773,0.050526317,0.0873,0.3525,45.321,200.728,A_ctrl,1
359.52356,356.18323,360.76007,0.0133273,0.0058273,0.0095773,0.050526317,0.0873,0.3525,45.321,200.728,B_ctrl,8
359.52356,356.18323,360.76007,0.0133273,0.0058273,0.0095773,0.050526317,0.0873,0.3525,45.321,200.728,C_ctrl,4
359.52356,356.18323,360.76007,0.0133273,0.0058273,0.0095773,0.050526317,0.0873,0.3525,45.321,200.728,EMS,5
350.27057,378.70517,357.17706,0.0087864,0.0050364,0.0200364,0.041754387,0.0777,0.3545,37.264,205.327,A_ctrl,1
350.27057,378.70517,357.17706,0.0087864,0.0050364,0.0200364,0.041754387,0.0777,0.3545,37.264,205.327,B_ctrl,8
350.27057,378.70517,357.17706,0.0087864,0.0050364,0.0200364,0.041754387,0.0777,0.3545,37.264,205.327,C_ctrl,0
350.27057,378.70517,357.17706,0.0087864,0.0050364,0.0200364,0.041754387,0.0777,0.3545,37.264,205.327,EMS,7
331.23514,377.40247,356.80185,0.00901635,0.00526635,0.00526635,0.015438597,0.0857,0.366,36.87,205.34,A_ctrl,0
331.23514,377.40247,356.80185,0.00901635,0.00526635,0.00526635,0.015438597,0.0857,0.366,36.87,205.34,B_ctrl,8
331.23514,377.40247,356.80185,0.00901635,0.00526635,0.00526635,0.015438597,0.0857,0.366,36.87,205.34,C_ctrl,6
331.23514,377.40247,356.80185,0.00901635,0.00526635,0.00526635,0.015438597,0.0857,0.366,36.87,205.34,EMS,7
361.95532,370.18143,361.26413,0.005267,0.005267,0.012767,0.0,0.0768,0.3508,29.06,210.248,A_ctrl,0
361.95532,370.18143,361.26413,0.005267,0.005267,0.012767,0.0,0.0768,0.3508,29.06,210.248,B_ctrl,8
361.95532,370.18143,361.26413,0.005267,0.005267,0.012767,0.0,0.0768,0.3508,29.06,210.248,C_ctrl,0
361.95532,370.18143,361.26413,0.005267,0.005267,0.012767,0.0,0.0768,0.3508,29.06,210.248,EMS,5
347.32132,361.77536,339.08664,0.0055124,0.0055124,0.0055124,0.0,0.0797,0.3705,35.204,229.269,A_ctrl,0
347.32132,361.77536,339.08664,0.0055124,0.0055124,0.0055124,0.0,0.0797,0.3705,35.204,229.269,B_ctrl,8
347.32132,361.77536,339.08664,0.0055124,0.0055124,0.0055124,0.0,0.0797,0.3705,35.204,229.269,C_ctrl,0
347.32132,361.77536,339.08664,0.0055124,0.0055124,0.0055124,0.0,0.0797,0.3705,35.204,229.269,EMS,1
347.18088,364.39734,338.03235,0.00646345,0.00646345,0.00646345,0.02375,0.0746,0.3893,32.234,210.267,A_ctrl,0
347.18088,364.39734,338.03235,0.00646345,0.00646345,0.00646345,0.02375,0.0746,0.3893,32.234,210.267,B_ctrl,8
347.18088,364.39734,338.03235,0.00646345,0.00646345,0.00646345,0.02375,0.0746,0.3893,32.234,210.267,C_ctrl,7
347.18088,364.39734,338.03235,0.00646345,0.00646345,0.00646345,0.02375,0.0746,0.3893,32.234,210.267,EMS,7
349.1773,367.2661,386.31467,0.00551335,0.00551335,0.00926335,0.0,0.0823,0.378,24.156,217.014,A_ctrl,1
349.1773,367.2661,386.31467,0.00551335,0.00551335,0.00926335,0.0,0.0823,0.378,24.156,217.014,B_ctrl,8
349.1773,367.2661,386.31467,0.00551335,0.00551335,0.00926335,0.0,0.0823,0.378,24.156,217.014,C_ctrl,0
349.1773,367.2661,386.31467,0.00551335,0.00551335,0.00926335,0.0,0.0823,0.378,24.156,217.014,EMS,7
345.35086,381.1026,350.28705,0.0096007,0.0058507,0.0058507,0.0,0.2072,0.4527,29.174,175.146,A_ctrl,5
345.35086,381.1026,350.28705,0.0096007,0.0058507,0.0058507,0.0,0.2072,0.4527,29.174,175.146,B_ctrl,8
345.35086,381.1026,350.28705,0.0096007,0.0058507,0.0058507,0.0,0.2072,0.4527,29.174,175.146,C_ctrl,8
345.35086,381.1026,350.28705,0.0096007,0.0058507,0.0058507,0.0,0.2072,0.4527,29.174,175.146,EMS,5
375.84076,379.91235,375.87082,0.0150073,0.005,0.005,0.0,0.1996,0.4544,27.818,206.457,A_ctrl,1
375.84076,379.91235,375.87082,0.0150073,0.005,0.005,0.0,0.1996,0.4544,27.818,206.457,B_ctrl,8
375.84076,379.91235,375.87082,0.0150073,0.005,0.005,0.0,0.1996,0.4544,27.818,206.457,C_ctrl,0
375.84076,379.91235,375.87082,0.0150073,0.005,0.005,0.0,0.1996,0.4544,27.818,206.457,EMS,6
349.79404,365.94913,349.751,0.00907285,0.00532285,0.00532285,0.0,0.199,0.4583,36.018,192.777,A_ctrl,1
349.79404,365.94913,349.751,0.00907285,0.00532285,0.00532285,0.0,0.199,0.4583,36.018,192.777,B_ctrl,7
349.79404,365.94913,349.751,0.00907285,0.00532285,0.00532285,0.0,0.199,0.4583,36.018,192.777,C_ctrl,7
349.79404,365.94913,349.751,0.00907285,0.00532285,0.00532285,0.0,0.199,0.4583,36.018,192.777,EMS,6
360.27756,351.01462,360.35767,0.00838885,0.00838885,0.00838885,0.0,0.1944,0.4628,30.342,189.343,A_ctrl,1
360.27756,351.01462,360.35767,0.00838885,0.00838885,0.00838885,0.0,0.1944,0.4628,30.342,189.343,B_ctrl,8
360.27756,351.01462,360.35767,0.00838885,0.00838885,0.00838885,0.0,0.1944,0.4628,30.342,189.343,C_ctrl,8
360.27756,351.01462,360.35767,0.00838885,0.00838885,0.00838885,0.0,0.1944,0.4628,30.342,189.343,EMS,6
343.58942,379.35928,379.13654,0.00821715,0.005,0.005,0.0,0.1989,0.4644,24.797,188.576,A_ctrl,5
343.58942,379.35928,379.13654,0.00821715,0.005,0.005,0.0,0.1989,0.4644,24.797,188.576,B_ctrl,7
343.58942,379.35928,379.13654,0.00821715,0.005,0.005,0.0,0.1989,0.4644,24.797,188.576,C_ctrl,0
343.58942,379.35928,379.13654,0.00821715,0.005,0.005,0.0,0.1989,0.4644,24.797,188.576,EMS,6
361.98285,383.32578,347.2407,0.0156788,0.0081788,0.005,0.0,0.192,0.4801,24.882,199.323,A_ctrl,1
361.98285,383.32578,347.2407,0.0156788,0.0081788,0.005,0.0,0.192,0.4801,24.882,199.323,B_ctrl,7
361.98285,383.32578,347.2407,0.0156788,0.0081788,0.005,0.0,0.192,0.4801,24.882,199.323,C_ctrl,7
361.98285,383.32578,347.2407,0.0156788,0.0081788,0.005,0.0,0.192,0.4801,24.882,199.323,EMS,3
355.44928,375.50522,367.82318,0.00871615,0.00871615,0.00871615,0.007916667,0.1954,0.4563,22.786,214.294,A_ctrl,6
355.44928,375.50522,367.82318,0.00871615,0.00871615,0.00871615,0.007916667,0.1954,0.4563,22.786,214.294,B_ctrl,7
355.44928,375.50522,367.82318,0.00871615,0.00871615,0.00871615,0.007916667,0.1954,0.4563,22.786,214.294,C_ctrl,0
355.44928,375.50522,367.82318,0.00871615,0.00871615,0.00871615,0.007916667,0.1954,0.4563,22.786,214.294,EMS,7
371.4466,363.15887,344.95895,0.0132147,0.0094647,0.0057147,0.0,0.2011,0.4848,20.508,181.111,A_ctrl,1
371.4466,363.15887,344.95895,0.0132147,0.0094647,0.0057147,0.0,0.2011,0.4848,20.508,181.111,B_ctrl,7
371.4466,363.15887,344.95895,0.0132147,0.0094647,0.0057147,0.0,0.2011,0.4848,20.508,181.111,C_ctrl,0
371.4466,363.15887,344.95895,0.0132147,0.0094647,0.0057147,0.0,0.2011,0.4848,20.508,181.111,EMS,7
355.63263,378.7922,363.24188,0.00780555,0.00780555,0.005,0.0,0.2066,0.4749,15.098,206.573,A_ctrl,1
355.63263,378.7922,363.24188,0.00780555,0.00780555,0.005,0.0,0.2066,0.4749,15.098,206.573,B_ctrl,1
355.63263,378.7922,363.24188,0.00780555,0.00780555,0.005,0.0,0.2066,0.4749,15.098,206.573,C_ctrl,0
355.63263,378.7922,363.24188,0.00780555,0.00780555,0.005,0.0,0.2066,0.4749,15.098,206.573,EMS,8
343.57526,338.60013,351.95654,0.00907865,0.00907865,0.00532865,0.0,0.214,0.4849,18.773,197.224,A_ctrl,3
343.57526,338.60013,351.95654,0.00907865,0.00907865,0.00532865,0.0,0.214,0.4849,18.773,197.224,B_ctrl,1
343.57526,338.60013,351.95654,0.00907865,0.00907865,0.00532865,0.0,0.214,0.4849,18.773,197.224,C_ctrl,0
343.57526,338.60013,351.95654,0.00907865,0.00907865,0.00532865,0.0,0.214,0.4849,18.773,197.224,EMS,8
340.73807,351.91895,353.15063,0.0161112,0.0086112,0.005,0.0,0.1971,0.4723,14.847,195.571,A_ctrl,3
340.73807,351.91895,353.15063,0.0161112,0.0086112,0.005,0.0,0.1971,0.4723,14.847,195.571,B_ctrl,1
340.73807,351.91895,353.15063,0.0161112,0.0086112,0.005,0.0,0.1971,0.4723,14.847,195.571,C_ctrl,0
340.73807,351.91895,353.15063,0.0161112,0.0086112,0.005,0.0,0.1971,0.4723,14.847,195.571,EMS,1
343.81317,345.12326,346.3815,0.01602855,0.00852855,0.005,0.02375,0.2072,0.4991,11.406,213.108,A_ctrl,3
343.81317,345.12326,346.3815,0.01602855,0.00852855,0.005,0.02375,0.2072,0.4991,11.406,213.108,B_ctrl,7
343.81317,345.12326,346.3815,0.01602855,0.00852855,0.005,0.02375,0.2072,0.4991,11.406,213.108,C_ctrl,0
343.81317,345.12326,346.3815,0.01602855,0.00852855,0.005,0.02375,0.2072,0.4991,11.406,213.108,EMS,5
353.4049,366.31683,348.54355,0.0169054,0.0094054,0.0056554,0.01497807,0.2012,0.5005,19.325,202.276,A_ctrl,3
353.4049,366.31683,348.54355,0.0169054,0.0094054,0.0056554,0.01497807,0.2012,0.5005,19.325,202.276,B_ctrl,7
353.4049,366.31683,348.54355,0.0169054,0.0094054,0.0056554,0.01497807,0.2012,0.5005,19.325,202.276,C_ctrl,8
353.4049,366.31683,348.54355,0.0169054,0.0094054,0.0056554,0.01497807,0.2012,0.5005,19.325,202.276,EMS,5
362.0538,355.86407,381.49936,0.0163638,0.0088638,0.0051138,0.0062061404,0.1992,0.4998,17.867,218.08,A_ctrl,3
362.0538,355.86407,381.49936,0.0163638,0.0088638,0.0051138,0.0062061404,0.1992,0.4998,17.867,218.08,B_ctrl,7
362.0538,355.86407,381.49936,0.0163638,0.0088638,0.0051138,0.0062061404,0.1992,0.4998,17.867,218.08,C_ctrl,7
362.0538,355.86407,381.49936,0.0163638,0.0088638,0.0051138,0.0062061404,0.1992,0.4998,17.867,218.08,EMS,5
351.06052,362.01773,374.25293,0.017154,0.009654,0.009654,0.0,0.2022,0.4771,6.15,200.516,A_ctrl,3
351.06052,362.01773,374.25293,0.017154,0.009654,0.009654,0.0,0.2022,0.4771,6.15,200.516,B_ctrl,7
351.06052,362.01773,374.25293,0.017154,0.009654,0.009654,0.0,0.2022,0.4771,6.15,200.516,C_ctrl,8
351.06052,362.01773,374.25293,0.017154,0.009654,0.009654,0.0,0.2022,0.4771,6.15,200.516,EMS,5
352.56686,361.86166,356.77365,0.0162758,0.0087758,0.0050258,0.0,0.2003,0.5026,13.674,187.219,A_ctrl,3
352.56686,361.86166,356.77365,0.0162758,0.0087758,0.0050258,0.0,0.2003,0.5026,13.674,187.219,B_ctrl,0
352.56686,361.86166,356.77365,0.0162758,0.0087758,0.0050258,0.0,0.2003,0.5026,13.674,187.219,C_ctrl,8
352.56686,361.86166,356.77365,0.0162758,0.0087758,0.0050258,0.0,0.2003,0.5026,13.674,187.219,EMS,6
369.61774,336.26593,364.01126,0.01561095,0.005,0.005,0.0,0.2006,0.5002,18.5,191.017,A_ctrl,1
369.61774,336.26593,364.01126,0.01561095,0.005,0.005,0.0,0.2006,0.5002,18.5,191.017,B_ctrl,7
369.61774,336.26593,364.01126,0.01561095,0.005,0.005,0.0,0.2006,0.5002,18.5,191.017,C_ctrl,2
369.61774,336.26593,364.01126,0.01561095,0.005,0.005,0.0,0.2006,0.5002,18.5,191.017,EMS,5
335.7603,367.59283,340.84195,0.00830085,0.00830085,0.01205085,0.0,0.198,0.482,18.081,198.677,A_ctrl,3
335.7603,367.59283,340.84195,0.00830085,0.00830085,0.01205085,0.0,0.198,0.482,18.081,198.677,B_ctrl,7
335.7603,367.59283,340.84195,0.00830085,0.00830085,0.01205085,0.0,0.198,0.482,18.081,198.677,C_ctrl,8
335.7603,367.59283,340.84195,0.00830085,0.00830085,0.01205085,0.0,0.198,0.482,18.081,198.677,EMS,7
366.64642,363.7555,362.91943,0.01618385,0.00868385,0.005,0.0,0.193,0.4996,17.207,192.161,A_ctrl,3
366.64642,363.7555,362.91943,0.01618385,0.00868385,0.005,0.0,0.193,0.4996,17.207,192.161,B_ctrl,1
366.64642,363.7555,362.91943,0.01618385,0.00868385,0.005,0.0,0.193,0.4996,17.207,192.161,C_ctrl,4
366.64642,363.7555,362.91943,0.01618385,0.00868385,0.005,0.0,0.193,0.4996,17.207,192.161,EMS,2
361.5805,343.94534,360.55673,0.01585805,0.00835805,0.01960805,0.015833333,0.1923,0.5051,11.595,174.212,A_ctrl,6
361.5805,343.94534,360.55673,0.01585805,0.00835805,0.01960805,0.015833333,0.1923,0.5051,11.595,174.212,B_ctrl,4
361.5805,343.94534,360.55673,0.01585805,0.00835805,0.01960805,0.015833333,0.1923,0.5051,11.595,174.212,C_ctrl,4
361.5805,343.94534,360.55673,0.01585805,0.00835805,0.01960805,0.015833333,0.1923,0.5051,11.595,174.212,EMS,2
378.43573,358.72302,362.1868,0.0112106,0.0187106,0.0187106,0.031666666,0.2033,0.5087,6.527,190.979,A_ctrl,6
378.43573,358.72302,362.1868,0.0112106,0.0187106,0.0187106,0.031666666,0.2033,0.5087,6.527,190.979,B_ctrl,4
378.43573,358.72302,362.1868,0.0112106,0.0187106,0.0187106,0.031666666,0.2033,0.5087,6.527,190.979,C_ctrl,8
378.43573,358.72302,362.1868,0.0112106,0.0187106,0.0187106,0.031666666,0.2033,0.5087,6.527,190.979,EMS,2
361.87836,359.30463,398.27014,0.01204895,0.01954895,0.005,0.0475,0.1986,0.5064,4.713,190.941,A_ctrl,0
361.87836,359.30463,398.27014,0.01204895,0.01954895,0.005,0.0475,0.1986,0.5064,4.713,190.941,B_ctrl,4
361.87836,359.30463,398.27014,0.01204895,0.01954895,0.005,0.0475,0.1986,0.5064,4.713,190.941,C_ctrl,8
361.87836,359.30463,398.27014,0.01204895,0.01954895,0.005,0.0475,0.1986,0.5064,4.713,190.941,EMS,1
332.75568,369.11768,374.27927,0.005,0.01954705,0.005,0.07125,0.197,0.5091,11.261,225.217,A_ctrl,2
332.75568,369.11768,374.27927,0.005,0.01954705,0.005,0.07125,0.197,0.5091,11.261,225.217,B_ctrl,1
332.75568,369.11768,374.27927,0.005,0.01954705,0.005,0.07125,0.197,0.5091,11.261,225.217,C_ctrl,8
332.75568,369.11768,374.27927,0.005,0.01954705,0.005,0.07125,0.197,0.5091,11.261,225.217,EMS,8
343.3853,354.09567,376.96365,0.01376085,0.01001085,0.00626085,0.03616228,0.2,0.5223,10.868,212.82,A_ctrl,8
343.3853,354.09567,376.96365,0.01376085,0.01001085,0.00626085,0.03616228,0.2,0.5223,10.868,212.82,B_ctrl,1
343.3853,354.09567,376.96365,0.01376085,0.01001085,0.00626085,0.03616228,0.2,0.5223,10.868,212.82,C_ctrl,8
343.3853,354.09567,376.96365,0.01376085,0.01001085,0.00626085,0.03616228,0.2,0.5223,10.868,212.82,EMS,4
362.2435,347.73642,364.56134,0.005641,0.009391,0.005641,0.03616228,0.204,0.5212,14.869,170.547,A_ctrl,8
362.2435,347.73642,364.56134,0.005641,0.009391,0.005641,0.03616228,0.204,0.5212,14.869,170.547,B_ctrl,4
362.2435,347.73642,364.56134,0.005641,0.009391,0.005641,0.03616228,0.204,0.5212,14.869,170.547,C_ctrl,8
362.2435,347.73642,364.56134,0.005641,0.009391,0.005641,0.03616228,0.204,0.5212,14.869,170.547,EMS,6
381.50616,367.32867,377.7573,0.005,0.01852735,0.005,0.018618422,0.2009,0.4815,13.418,174.281,A_ctrl,8
381.50616,367.32867,377.7573,0.005,0.01852735,0.005,0.018618422,0.2009,0.4815,13.418,174.281,B_ctrl,0
381.50616,367.32867,377.7573,0.005,0.01852735,0.005,0.018618422,0.2009,0.4815,13.418,174.281,C_ctrl,8
381.50616,367.32867,377.7573,0.005,0.01852735,0.005,0.018618422,0.2009,0.4815,13.418,174.281,EMS,6
380.59854,357.24136,389.04663,0.005,0.005,0.005,0.0010745614,0.1967,0.5083,6.767,157.706,A_ctrl,8
380.59854,357.24136,389.04663,0.005,0.005,0.005,0.0010745614,0.1967,0.5083,6.767,157.706,B_ctrl,4
380.59854,357.24136,389.04663,0.005,0.005,0.005,0.0010745614,0.1967,0.5083,6.767,157.706,C_ctrl,0
380.59854,357.24136,389.04663,0.005,0.005,0.005,0.0010745614,0.1967,0.5083,6.767,157.706,EMS,6
373.57266,367.94846,376.05853,0.005,0.0178853,0.005,0.0,0.2061,0.5109,0.742,170.09,A_ctrl,8
373.57266,367.94846,376.05853,0.005,0.0178853,0.005,0.0,0.2061,0.5109,0.742,170.09,B_ctrl,4
373.57266,367.94846,376.05853,0.005,0.0178853,0.005,0.0,0.2061,0.5109,0.742,170.09,C_ctrl,5
373.57266,367.94846,376.05853,0.005,0.0178853,0.005,0.0,0.2061,0.5109,0.742,170.09,EMS,6
372.89886,375.8497,361.1684,0.005,0.0185045,0.0147545,0.0,0.2079,0.4962,4.926,176.262,A_ctrl,3
372.89886,375.8497,361.1684,0.005,0.0185045,0.0147545,0.0,0.2079,0.4962,4.926,176.262,B_ctrl,6
372.89886,375.8497,361.1684,0.005,0.0185045,0.0147545,0.0,0.2079,0.4962,4.926,176.262,C_ctrl,7
372.89886,375.8497,361.1684,0.005,0.0185045,0.0147545,0.0,0.2079,0.4962,4.926,176.262,EMS,4
367.578,369.3746,377.046,0.0150631,0.0113131,0.0075631,0.0,0.2025,0.5157,7.189,187.505,A_ctrl,2
367.578,369.3746,377.046,0.0150631,0.0113131,0.0075631,0.0,0.2025,0.5157,7.189,187.505,B_ctrl,4
367.578,369.3746,377.046,0.0150631,0.0113131,0.0075631,0.0,0.2025,0.5157,7.189,187.505,C_ctrl,5
367.578,369.3746,377.046,0.0150631,0.0113131,0.0075631,0.0,0.2025,0.5157,7.189,187.505,EMS,4
354.1861,372.89407,365.21777,0.01187525,0.01937525,0.01562525,0.0,0.2049,0.5282,4.695,160.61,A_ctrl,8
354.1861,372.89407,365.21777,0.01187525,0.01937525,0.01562525,0.0,0.2049,0.5282,4.695,160.61,B_ctrl,4
354.1861,372.89407,365.21777,0.01187525,0.01937525,0.01562525,0.0,0.2049,0.5282,4.695,160.61,C_ctrl,5
354.1861,372.89407,365.21777,0.01187525,0.01937525,0.01562525,0.0,0.2049,0.5282,4.695,160.61,EMS,4
378.55908,371.71136,365.22772,0.005,0.0180305,0.0142805,0.0,0.2062,0.5058,2.44,156.32,A_ctrl,0
378.55908,371.71136,365.22772,0.005,0.0180305,0.0142805,0.0,0.2062,0.5058,2.44,156.32,B_ctrl,4
378.55908,371.71136,365.22772,0.005,0.0180305,0.0142805,0.0,0.2062,0.5058,2.44,156.32,C_ctrl,5
378.55908,371.71136,365.22772,0.005,0.0180305,0.0142805,0.0,0.2062,0.5058,2.44,156.32,EMS,7
338.0388,356.7368,366.00732,0.005,0.017816,0.014066,0.0,0.2057,0.5209,6.239,134.724,A_ctrl,0
338.0388,356.7368,366.00732,0.005,0.017816,0.014066,0.0,0.2057,0.5209,6.239,134.724,B_ctrl,4
338.0388,356.7368,366.00732,0.005,0.017816,0.014066,0.0,0.2057,0.5209,6.239,134.724,C_ctrl,5
338.0388,356.7368,366.00732,0.005,0.017816,0.014066,0.0,0.2057,0.5209,6.239,134.724,EMS,7
374.82666,391.31622,365.3131,0.005,0.0167362,0.0129862,0.0,0.2031,0.5092,2.119,158.387,A_ctrl,0
374.82666,391.31622,365.3131,0.005,0.0167362,0.0129862,0.0,0.2031,0.5092,2.119,158.387,B_ctrl,4
374.82666,391.31622,365.3131,0.005,0.0167362,0.0129862,0.0,0.2031,0.5092,2.119,158.387,C_ctrl,4
374.82666,391.31622,365.3131,0.005,0.0167362,0.0129862,0.0,0.2031,0.5092,2.119,158.387,EMS,7
357.64352,362.90125,370.36716,0.005,0.01791935,0.01791935,0.0,0.203,0.5125,1.181,146.254,A_ctrl,3
357.64352,362.90125,370.36716,0.005,0.01791935,0.01791935,0.0,0.203,0.5125,1.181,146.254,B_ctrl,4
357.64352,362.90125,370.36716,0.005,0.01791935,0.01791935,0.0,0.203,0.5125,1.181,146.254,C_ctrl,4
357.64352,362.90125,370.36716,0.005,0.01791935,0.01791935,0.0,0.203,0.5125,1.181,146.254,EMS,7
357.49832,373.65085,364.3797,0.0135627,0.0173127,0.0173127,0.0,0.2026,0.5347,5.58,149.159,A_ctrl,0
357.49832,373.65085,364.3797,0.0135627,0.0173127,0.0173127,0.0,0.2026,0.5347,5.58,149.159,B_ctrl,7
357.49832,373.65085,364.3797,0.0135627,0.0173127,0.0173127,0.0,0.2026,0.5347,5.58,149.159,C_ctrl,5
357.49832,373.65085,364.3797,0.0135627,0.0173127,0.0173127,0.0,0.2026,0.5347,5.58,149.159,EMS,7
348.6528,373.9334,357.05792,0.005,0.00620795,0.01370795,0.0,0.1945,0.5152,1.732,141.755,A_ctrl,0
348.6528,373.9334,357.05792,0.005,0.00620795,0.01370795,0.0,0.1945,0.5152,1.732,141.755,B_ctrl,8
348.6528,373.9334,357.05792,0.005,0.00620795,0.01370795,0.0,0.1945,0.5152,1.732,141.755,C_ctrl,5
348.6528,373.9334,357.05792,0.005,0.00620795,0.01370795,0.0,0.1945,0.5152,1.732,141.755,EMS,7
365.06897,376.8058,386.63998,0.005,0.005,0.01333775,0.0,0.2035,0.5259,4.698,153.665,A_ctrl,0
365.06897,376.8058,386.63998,0.005,0.005,0.01333775,0.0,0.2035,0.5259,4.698,153.665,B_ctrl,8
365.06897,376.8058,386.63998,0.005,0.005,0.01333775,0.0,0.2035,0.5259,4.698,153.665,C_ctrl,5
365.06897,376.8058,386.63998,0.005,0.005,0.01333775,0.0,0.2035,0.5259,4.698,153.665,EMS,7
363.99255,391.18585,369.0586,0.005,0.005,0.01393325,0.0,0.1932,0.5032,4.594,122.43,A_ctrl,0
363.99255,391.18585,369.0586,0.005,0.005,0.01393325,0.0,0.1932,0.5032,4.594,122.43,B_ctrl,8
363.99255,391.18585,369.0586,0.005,0.005,0.01393325,0.0,0.1932,0.5032,4.594,122.43,C_ctrl,5
363.99255,391.18585,369.0586,0.005,0.005,0.01393325,0.0,0.1932,0.5032,4.594,122.43,EMS,6
374.19965,398.16052,375.42874,0.005,0.005,0.0123715,0.0,0.196,0.5411,0.0,123.218,A_ctrl,1
374.19965,398.16052,375.42874,0.005,0.005,0.0123715,0.0,0.196,0.5411,0.0,123.218,B_ctrl,8
374.19965,398.16052,375.42874,0.005,0.005,0.0123715,0.0,0.196,0.5411,0.0,123.218,C_ctrl,5
374.19965,398.16052,375.42874,0.005,0.005,0.0123715,0.0,0.196,0.5411,0.0,123.218,EMS,6
