obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,agent,act
345.4267,352.7694,356.90158,0.0053001,0.0165501,0.0053001,0.0,0.1241,0.2846,69.572,213.469,B_ctrl,3
345.4267,352.7694,356.90158,0.0053001,0.0165501,0.0053001,0.0,0.1241,0.2846,69.572,213.469,C_ctrl,8
345.4267,352.7694,356.90158,0.0053001,0.0165501,0.0053001,0.0,0.1241,0.2846,69.572,213.469,EMS,7
357.46228,354.69272,379.9805,0.02067345,0.01692345,0.00567345,0.0,0.1197,0.3019,62.075,233.982,A_ctrl,0
357.46228,354.69272,379.9805,0.02067345,0.01692345,0.00567345,0.0,0.1197,0.3019,62.075,233.982,B_ctrl,3
357.46228,354.69272,379.9805,0.02067345,0.01692345,0.00567345,0.0,0.1197,0.3019,62.075,233.982,C_ctrl,3
357.46228,354.69272,379.9805,0.02067345,0.01692345,0.00567345,0.0,0.1197,0.3019,62.075,233.982,EMS,7
347.26865,354.04993,356.1109,0.0066991,0.0179491,0.0179491,0.0,0.1164,0.2872,68.338,242.364,A_ctrl,0
347.26865,354.04993,356.1109,0.0066991,0.0179491,0.0179491,0.0,0.1164,0.2872,68.338,242.364,B_ctrl,3
347.26865,354.04993,356.1109,0.0066991,0.0179491,0.0179491,0.0,0.1164,0.2872,68.338,242.364,C_ctrl,3
347.26865,354.04993,356.1109,0.0066991,0.0179491,0.0179491,0.0,0.1164,0.2872,68.338,242.364,EMS,8
338.76804,346.75296,337.14206,0.0071182,0.0183682,0.0183682,0.0,0.1179,0.2779,68.452,261.936,A_ctrl,0
338.76804,346.75296,337.14206,0.0071182,0.0183682,0.0183682,0.0,0.1179,0.2779,68.452,261.936,B_ctrl,5
338.76804,346.75296,337.14206,0.0071182,0.0183682,0.0183682,0.0,0.1179,0.2779,68.452,261.936,C_ctrl,3
338.76804,346.75296,337.14206,0.0071182,0.0183682,0.0183682,0.0,0.1179,0.2779,68.452,261.936,EMS,8
328.94934,345.46613,352.74838,0.0080968,0.0193468,0.0193468,0.0,0.1232,0.2692,64.49,277.927,A_ctrl,0
328.94934,345.46613,352.74838,0.0080968,0.0193468,0.0193468,0.0,0.1232,0.2692,64.49,277.927,B_ctrl,5
328.94934,345.46613,352.74838,0.0080968,0.0193468,0.0193468,0.0,0.1232,0.2692,64.49,277.927,C_ctrl,6
328.94934,345.46613,352.74838,0.0080968,0.0193468,0.0193468,0.0,0.1232,0.2692,64.49,277.927,EMS,8
325.9726,349.25034,353.35312,0.00889635,0.02014635,0.01639635,0.0,0.12,0.2671,63.77,237.155,A_ctrl,7
325.9726,349.25034,353.35312,0.00889635,0.02014635,0.01639635,0.0,0.12,0.2671,63.77,237.155,B_ctrl,5
325.9726,349.25034,353.35312,0.00889635,0.02014635,0.01639635,0.0,0.12,0.2671,63.77,237.155,C_ctrl,3
325.9726,349.25034,353.35312,0.00889635,0.02014635,0.01639635,0.0,0.12,0.2671,63.77,237.155,EMS,8
364.3866,363.6086,339.37552,0.01060775,0.01810775,0.01810775,0.0,0.1217,0.2473,75.986,217.326,A_ctrl,2
364.3866,363.6086,339.37552,0.01060775,0.01810775,0.01810775,0.0,0.1217,0.2473,75.986,217.326,B_ctrl,0
364.3866,363.6086,339.37552,0.01060775,0.01810775,0.01810775,0.0,0.1217,0.2473,75.986,217.326,C_ctrl,3
364.3866,363.6086,339.37552,0.01060775,0.01810775,0.01810775,0.0,0.1217,0.2473,75.986,217.326,EMS,8
362.55356,335.94247,351.63663,0.0133663,0.0058663,0.0171163,0.0,0.1234,0.2689,71.721,199.387,A_ctrl,2
362.55356,335.94247,351.63663,0.0133663,0.0058663,0.0171163,0.0,0.1234,0.2689,71.721,199.387,B_ctrl,0
362.55356,335.94247,351.63663,0.0133663,0.0058663,0.0171163,0.0,0.1234,0.2689,71.721,199.387,C_ctrl,3
362.55356,335.94247,351.63663,0.0133663,0.0058663,0.0171163,0.0,0.1234,0.2689,71.721,199.387,EMS,8
358.30984,345.6638,348.16583,0.01246935,0.005,0.01621935,0.0,0.1181,0.2726,69.231,236.692,A_ctrl,2
358.30984,345.6638,348.16583,0.01246935,0.005,0.01621935,0.0,0.1181,0.2726,69.231,236.692,B_ctrl,5
358.30984,345.6638,348.16583,0.01246935,0.005,0.01621935,0.0,0.1181,0.2726,69.231,236.692,C_ctrl,3
358.30984,345.6638,348.16583,0.01246935,0.005,0.01621935,0.0,0.1181,0.2726,69.231,236.692,EMS,7
328.40668,353.97525,361.42386,0.0143346,0.0180846,0.0180846,0.0,0.1238,0.2464,74.672,219.344,A_ctrl,0
328.40668,353.97525,361.42386,0.0143346,0.0180846,0.0180846,0.0,0.1238,0.2464,74.672,219.344,B_ctrl,2
328.40668,353.97525,361.42386,0.0143346,0.0180846,0.0180846,0.0,0.1238,0.2464,74.672,219.344,C_ctrl,6
328.40668,353.97525,361.42386,0.0143346,0.0180846,0.0180846,0.0,0.1238,0.2464,74.672,219.344,EMS,8
354.2416,332.7587,364.5731,0.0059672,0.0134672,0.0134672,0.0,0.1219,0.2536,81.547,225.27,A_ctrl,2
354.2416,332.7587,364.5731,0.0059672,0.0134672,0.0134672,0.0,0.1219,0.2536,81.547,225.27,B_ctrl,4
354.2416,332.7587,364.5731,0.0059672,0.0134672,0.0134672,0.0,0.1219,0.2536,81.547,225.27,C_ctrl,5
354.2416,332.7587,364.5731,0.0059672,0.0134672,0.0134672,0.0,0.1219,0.2536,81.547,225.27,EMS,1
351.78903,345.82593,349.17957,0.0137635,0.0212635,0.0175135,0.02375,0.1138,0.2469,65.198,224.426,A_ctrl,1
351.78903,345.82593,349.17957,0.0137635,0.0212635,0.0175135,0.02375,0.1138,0.2469,65.198,224.426,B_ctrl,2
351.78903,345.82593,349.17957,0.0137635,0.0212635,0.0175135,0.02375,0.1138,0.2469,65.198,224.426,C_ctrl,6
351.78903,345.82593,349.17957,0.0137635,0.0212635,0.0175135,0.02375,0.1138,0.2469,65.198,224.426,EMS,7
340.81845,341.79413,356.80865,0.0099713,0.0137213,0.0137213,0.0,0.1272,0.2473,69.753,229.138,A_ctrl,1
340.81845,341.79413,356.80865,0.0099713,0.0137213,0.0137213,0.0,0.1272,0.2473,69.753,229.138,B_ctrl,2
340.81845,341.79413,356.80865,0.0099713,0.0137213,0.0137213,0.0,0.1272,0.2473,69.753,229.138,C_ctrl,6
340.81845,341.79413,356.80865,0.0099713,0.0137213,0.0137213,0.0,0.1272,0.2473,69.753,229.138,EMS,8
337.95587,355.1025,354.47687,0.0102069,0.0139569,0.0139569,0.0,0.1175,0.256,73.194,247.014,A_ctrl,1
337.95587,355.1025,354.47687,0.0102069,0.0139569,0.0139569,0.0,0.1175,0.256,73.194,247.014,B_ctrl,2
337.95587,355.1025,354.47687,0.0102069,0.0139569,0.0139569,0.0,0.1175,0.256,73.194,247.014,C_ctrl,6
337.95587,355.1025,354.47687,0.0102069,0.0139569,0.0139569,0.0,0.1175,0.256,73.194,247.014,EMS,8
336.65695,328.8145,355.2326,0.0111007,0.0148507,0.0148507,0.0,0.1117,0.2334,85.622,233.09,A_ctrl,7
336.65695,328.8145,355.2326,0.0111007,0.0148507,0.0148507,0.0,0.1117,0.2334,85.622,233.09,B_ctrl,2
336.65695,328.8145,355.2326,0.0111007,0.0148507,0.0148507,0.0,0.1117,0.2334,85.622,233.09,C_ctrl,6
336.65695,328.8145,355.2326,0.0111007,0.0148507,0.0148507,0.0,0.1117,0.2334,85.622,233.09,EMS,8
356.7206,334.45654,352.09973,0.0104045,0.0141545,0.0141545,0.0,0.1148,0.2592,80.173,228.001,A_ctrl,0
356.7206,334.45654,352.09973,0.0104045,0.0141545,0.0141545,0.0,0.1148,0.2592,80.173,228.001,B_ctrl,3
356.7206,334.45654,352.09973,0.0104045,0.0141545,0.0141545,0.0,0.1148,0.2592,80.173,228.001,C_ctrl,6
356.7206,334.45654,352.09973,0.0104045,0.0141545,0.0141545,0.0,0.1148,0.2592,80.173,228.001,EMS,8
340.91016,354.53934,372.92337,0.00640005,0.01765005,0.01390005,0.0,0.1149,0.2597,82.973,215.862,A_ctrl,3
340.91016,354.53934,372.92337,0.00640005,0.01765005,0.01390005,0.0,0.1149,0.2597,82.973,215.862,B_ctrl,3
340.91016,354.53934,372.92337,0.00640005,0.01765005,0.01390005,0.0,0.1149,0.2597,82.973,215.862,C_ctrl,2
340.91016,354.53934,372.92337,0.00640005,0.01765005,0.01390005,0.0,0.1149,0.2597,82.973,215.862,EMS,8
375.10083,351.988,339.89026,0.0170431,0.0170431,0.0132931,0.0,0.1203,0.2489,73.746,204.626,A_ctrl,0
375.10083,351.988,339.89026,0.0170431,0.0170431,0.0132931,0.0,0.1203,0.2489,73.746,204.626,B_ctrl,1
375.10083,351.988,339.89026,0.0170431,0.0170431,0.0132931,0.0,0.1203,0.2489,73.746,204.626,C_ctrl,8
375.10083,351.988,339.89026,0.0170431,0.0170431,0.0132931,0.0,0.1203,0.2489,73.746,204.626,EMS,5
347.26617,343.42725,370.996,0.0052313,0.0089813,0.0052313,0.0,0.1186,0.226,74.09,223.02,A_ctrl,0
347.26617,343.42725,370.996,0.0052313,0.0089813,0.0052313,0.0,0.1186,0.226,74.09,223.02,B_ctrl,1
347.26617,343.42725,370.996,0.0052313,0.0089813,0.0052313,0.0,0.1186,0.226,74.09,223.02,C_ctrl,8
347.26617,343.42725,370.996,0.0052313,0.0089813,0.0052313,0.0,0.1186,0.226,74.09,223.02,EMS,8
349.6306,347.41467,369.25873,0.006151,0.009901,0.006151,0.0,0.1183,0.2404,82.1,229.056,A_ctrl,8
349.6306,347.41467,369.25873,0.006151,0.009901,0.006151,0.0,0.1183,0.2404,82.1,229.056,B_ctrl,1
349.6306,347.41467,369.25873,0.006151,0.009901,0.006151,0.0,0.1183,0.2404,82.1,229.056,C_ctrl,8
349.6306,347.41467,369.25873,0.006151,0.009901,0.006151,0.0,0.1183,0.2404,82.1,229.056,EMS,4
365.5028,337.73782,357.41635,0.0064528,0.0102028,0.0064528,0.0,0.1231,0.2624,80.257,257.735,A_ctrl,0
365.5028,337.73782,357.41635,0.0064528,0.0102028,0.0064528,0.0,0.1231,0.2624,80.257,257.735,B_ctrl,3
365.5028,337.73782,357.41635,0.0064528,0.0102028,0.0064528,0.0,0.1231,0.2624,80.257,257.735,C_ctrl,0
365.5028,337.73782,357.41635,0.0064528,0.0102028,0.0064528,0.0,0.1231,0.2624,80.257,257.735,EMS,4
326.58246,350.45978,333.51746,0.00788675,0.01913675,0.00788675,0.0,0.1217,0.2222,82.744,229.235,A_ctrl,0
326.58246,350.45978,333.51746,0.00788675,0.01913675,0.00788675,0.0,0.1217,0.2222,82.744,229.235,B_ctrl,1
326.58246,350.45978,333.51746,0.00788675,0.01913675,0.00788675,0.0,0.1217,0.2222,82.744,229.235,C_ctrl,8
326.58246,350.45978,333.51746,0.00788675,0.01913675,0.00788675,0.0,0.1217,0.2222,82.744,229.235,EMS,8
346.81787,340.9618,363.52686,0.00646175,0.01021175,0.00646175,0.0,0.1216,0.2466,79.027,241.037,A_ctrl,5
346.81787,340.9618,363.52686,0.00646175,0.01021175,0.00646175,0.0,0.1216,0.2466,79.027,241.037,B_ctrl,1
346.81787,340.9618,363.52686,0.00646175,0.01021175,0.00646175,0.0,0.1216,0.2466,79.027,241.037,C_ctrl,8
346.81787,340.9618,363.52686,0.00646175,0.01021175,0.00646175,0.0,0.1216,0.2466,79.027,241.037,EMS,7
357.26587,342.196,354.93863,0.01830185,0.01080185,0.00705185,0.0,0.122,0.2385,81.252,221.277,A_ctrl,5
357.26587,342.196,354.93863,0.01830185,0.01080185,0.00705185,0.0,0.122,0.2385,81.252,221.277,B_ctrl,1
357.26587,342.196,354.93863,0.01830185,0.01080185,0.00705185,0.0,0.122,0.2385,81.252,221.277,C_ctrl,8
357.26587,342.196,354.93863,0.01830185,0.01080185,0.00705185,0.0,0.122,0.2385,81.252,221.277,EMS,1
350.65128,348.61737,350.8518,0.01731385,0.00981385,0.00606385,0.02375,0.1231,0.2588,80.479,207.477,A_ctrl,5
350.65128,348.61737,350.8518,0.01731385,0.00981385,0.00606385,0.02375,0.1231,0.2588,80.479,207.477,B_ctrl,0
350.65128,348.61737,350.8518,0.01731385,0.00981385,0.00606385,0.02375,0.1231,0.2588,80.479,207.477,C_ctrl,8
350.65128,348.61737,350.8518,0.01731385,0.00981385,0.00606385,0.02375,0.1231,0.2588,80.479,207.477,EMS,8
367.68518,348.81125,370.75427,0.01662385,0.00537385,0.00537385,0.0,0.1095,0.2446,83.335,212.918,A_ctrl,1
367.68518,348.81125,370.75427,0.01662385,0.00537385,0.00537385,0.0,0.1095,0.2446,83.335,212.918,B_ctrl,1
367.68518,348.81125,370.75427,0.01662385,0.00537385,0.00537385,0.0,0.1095,0.2446,83.335,212.918,C_ctrl,8
367.68518,348.81125,370.75427,0.01662385,0.00537385,0.00537385,0.0,0.1095,0.2446,83.335,212.918,EMS,8
355.14523,347.1582,377.4064,0.0093959,0.0093959,0.0056459,0.0,0.1182,0.2562,83.172,214.282,A_ctrl,1
355.14523,347.1582,377.4064,0.0093959,0.0093959,0.0056459,0.0,0.1182,0.2562,83.172,214.282,B_ctrl,7
355.14523,347.1582,377.4064,0.0093959,0.0093959,0.0056459,0.0,0.1182,0.2562,83.172,214.282,C_ctrl,8
355.14523,347.1582,377.4064,0.0093959,0.0093959,0.0056459,0.0,0.1182,0.2562,83.172,214.282,EMS,6
353.3691,363.6315,362.3859,0.0094641,0.0094641,0.0057141,0.0,0.1091,0.2588,70.66,255.265,A_ctrl,1
353.3691,363.6315,362.3859,0.0094641,0.0094641,0.0057141,0.0,0.1091,0.2588,70.66,255.265,B_ctrl,2
353.3691,363.6315,362.3859,0.0094641,0.0094641,0.0057141,0.0,0.1091,0.2588,70.66,255.265,C_ctrl,8
353.3691,363.6315,362.3859,0.0094641,0.0094641,0.0057141,0.0,0.1091,0.2588,70.66,255.265,EMS,6
341.3571,341.1316,356.3196,0.01151325,0.01526325,0.00776325,0.0,0.1202,0.2726,67.08,211.167,A_ctrl,1
341.3571,341.1316,356.3196,0.01151325,0.01526325,0.00776325,0.0,0.1202,0.2726,67.08,211.167,B_ctrl,2
341.3571,341.1316,356.3196,0.01151325,0.01526325,0.00776325,0.0,0.1202,0.2726,67.08,211.167,C_ctrl,0
341.3571,341.1316,356.3196,0.01151325,0.01526325,0.00776325,0.0,0.1202,0.2726,67.08,211.167,EMS,6
348.19513,345.75723,360.94406,0.00930835,0.01305835,0.00555835,0.0,0.12,0.2534,82.817,238.445,A_ctrl,3
348.19513,345.75723,360.94406,0.00930835,0.01305835,0.00555835,0.0,0.12,0.2534,82.817,238.445,B_ctrl,2
348.19513,345.75723,360.94406,0.00930835,0.01305835,0.00555835,0.0,0.12,0.2534,82.817,238.445,C_ctrl,5
348.19513,345.75723,360.94406,0.00930835,0.01305835,0.00555835,0.0,0.12,0.2534,82.817,238.445,EMS,1
348.1148,357.04886,360.92438,0.01817225,0.01442225,0.01817225,0.02375,0.1252,0.2607,83.175,211.746,A_ctrl,1
348.1148,357.04886,360.92438,0.01817225,0.01442225,0.01817225,0.02375,0.1252,0.2607,83.175,211.746,B_ctrl,3
348.1148,357.04886,360.92438,0.01817225,0.01442225,0.01817225,0.02375,0.1252,0.2607,83.175,211.746,C_ctrl,6
348.1148,357.04886,360.92438,0.01817225,0.01442225,0.01817225,0.02375,0.1252,0.2607,83.175,211.746,EMS,5
363.275,357.0755,354.38507,0.0093373,0.0168373,0.0130873,0.01497807,0.1259,0.2436,71.499,234.411,A_ctrl,0
363.275,357.0755,354.38507,0.0093373,0.0168373,0.0130873,0.01497807,0.1259,0.2436,71.499,234.411,B_ctrl,2
363.275,357.0755,354.38507,0.0093373,0.0168373,0.0130873,0.01497807,0.1259,0.2436,71.499,234.411,C_ctrl,5
363.275,357.0755,354.38507,0.0093373,0.0168373,0.0130873,0.01497807,0.1259,0.2436,71.499,234.411,EMS,5
344.21576,356.23047,344.7782,0.00672055,0.01422055,0.01797055,0.0062061404,0.121,0.2721,66.608,225.56,A_ctrl,0
344.21576,356.23047,344.7782,0.00672055,0.01422055,0.01797055,0.0062061404,0.121,0.2721,66.608,225.56,B_ctrl,2
344.21576,356.23047,344.7782,0.00672055,0.01422055,0.01797055,0.0062061404,0.121,0.2721,66.608,225.56,C_ctrl,6
344.21576,356.23047,344.7782,0.00672055,0.01422055,0.01797055,0.0062061404,0.121,0.2721,66.608,225.56,EMS,5
345.93405,363.86575,367.1286,0.006278,0.013778,0.013778,0.0,0.1175,0.2545,75.648,218.437,A_ctrl,0
345.93405,363.86575,367.1286,0.006278,0.013778,0.013778,0.0,0.1175,0.2545,75.648,218.437,B_ctrl,7
345.93405,363.86575,367.1286,0.006278,0.013778,0.013778,0.0,0.1175,0.2545,75.648,218.437,C_ctrl,6
345.93405,363.86575,367.1286,0.006278,0.013778,0.013778,0.0,0.1175,0.2545,75.648,218.437,EMS,3
356.7712,364.00296,354.33942,0.00592185,0.00967185,0.01342185,0.007916667,0.1224,0.2585,78.996,215.51,A_ctrl,6
356.7712,364.00296,354.33942,0.00592185,0.00967185,0.01342185,0.007916667,0.1224,0.2585,78.996,215.51,B_ctrl,1
356.7712,364.00296,354.33942,0.00592185,0.00967185,0.01342185,0.007916667,0.1224,0.2585,78.996,215.51,C_ctrl,6
356.7712,364.00296,354.33942,0.00592185,0.00967185,0.01342185,0.007916667,0.1224,0.2585,78.996,215.51,EMS,3
365.07404,348.37064,370.37762,0.0132755,0.0095255,0.0132755,0.015833333,0.1174,0.2661,82.464,207.846,A_ctrl,4
365.07404,348.37064,370.37762,0.0132755,0.0095255,0.0132755,0.015833333,0.1174,0.2661,82.464,207.846,B_ctrl,1
365.07404,348.37064,370.37762,0.0132755,0.0095255,0.0132755,0.015833333,0.1174,0.2661,82.464,207.846,C_ctrl,5
365.07404,348.37064,370.37762,0.0132755,0.0095255,0.0132755,0.015833333,0.1174,0.2661,82.464,207.846,EMS,1
359.0843,344.19565,365.18314,0.0203923,0.0091423,0.0166423,0.039583333,0.12,0.253,75.138,222.848,A_ctrl,4
359.0843,344.19565,365.18314,0.0203923,0.0091423,0.0166423,0.039583333,0.12,0.253,75.138,222.848,B_ctrl,1
359.0843,344.19565,365.18314,0.0203923,0.0091423,0.0166423,0.039583333,0.12,0.253,75.138,222.848,C_ctrl,5
359.0843,344.19565,365.18314,0.0203923,0.0091423,0.0166423,0.039583333,0.12,0.253,75.138,222.848,EMS,2
362.04416,330.1389,346.40454,0.0211424,0.0098924,0.0173924,0.055416666,0.1249,0.2733,69.729,209.237,A_ctrl,4
362.04416,330.1389,346.40454,0.0211424,0.0098924,0.0173924,0.055416666,0.1249,0.2733,69.729,209.237,B_ctrl,1
362.04416,330.1389,346.40454,0.0211424,0.0098924,0.0173924,0.055416666,0.1249,0.2733,69.729,209.237,C_ctrl,6
362.04416,330.1389,346.40454,0.0211424,0.0098924,0.0173924,0.055416666,0.1249,0.2733,69.729,209.237,EMS,8
363.60477,358.87286,358.20505,0.02046185,0.00921185,0.01296185,0.020328948,0.1172,0.2833,66.103,194.634,A_ctrl,4
363.60477,358.87286,358.20505,0.02046185,0.00921185,0.01296185,0.020328948,0.1172,0.2833,66.103,194.634,B_ctrl,1
363.60477,358.87286,358.20505,0.02046185,0.00921185,0.01296185,0.020328948,0.1172,0.2833,66.103,194.634,C_ctrl,5
363.60477,358.87286,358.20505,0.02046185,0.00921185,0.01296185,0.020328948,0.1172,0.2833,66.103,194.634,EMS,8
344.43402,336.68625,363.92963,0.0197317,0.0084817,0.0159817,0.0,0.124,0.2792,69.562,191.612,A_ctrl,4
344.43402,336.68625,363.92963,0.0197317,0.0084817,0.0159817,0.0,0.124,0.2792,69.562,191.612,B_ctrl,1
344.43402,336.68625,363.92963,0.0197317,0.0084817,0.0159817,0.0,0.124,0.2792,69.562,191.612,C_ctrl,0
344.43402,336.68625,363.92963,0.0197317,0.0084817,0.0159817,0.0,0.124,0.2792,69.562,191.612,EMS,8
353.79892,361.52448,346.7937,0.0195806,0.0083306,0.005,0.0,0.1234,0.2631,66.902,211.755,A_ctrl,4
353.79892,361.52448,346.7937,0.0195806,0.0083306,0.005,0.0,0.1234,0.2631,66.902,211.755,B_ctrl,1
353.79892,361.52448,346.7937,0.0195806,0.0083306,0.005,0.0,0.1234,0.2631,66.902,211.755,C_ctrl,5
353.79892,361.52448,346.7937,0.0195806,0.0083306,0.005,0.0,0.1234,0.2631,66.902,211.755,EMS,8
351.3606,343.59647,350.06558,0.02058775,0.00933775,0.01683775,0.0,0.1152,0.2806,62.175,234.056,A_ctrl,1
351.3606,343.59647,350.06558,0.02058775,0.00933775,0.01683775,0.0,0.1152,0.2806,62.175,234.056,B_ctrl,1
351.3606,343.59647,350.06558,0.02058775,0.00933775,0.01683775,0.0,0.1152,0.2806,62.175,234.056,C_ctrl,0
351.3606,343.59647,350.06558,0.02058775,0.00933775,0.01683775,0.0,0.1152,0.2806,62.175,234.056,EMS,8
342.0067,346.0276,326.03033,0.0104528,0.0104528,0.0067028,0.0,0.1249,0.2923,76.308,213.458,A_ctrl,4
342.0067,346.0276,326.03033,0.0104528,0.0104528,0.0067028,0.0,0.1249,0.2923,76.308,213.458,B_ctrl,1
342.0067,346.0276,326.03033,0.0104528,0.0104528,0.0067028,0.0,0.1249,0.2923,76.308,213.458,C_ctrl,8
342.0067,346.0276,326.03033,0.0104528,0.0104528,0.0067028,0.0,0.1249,0.2923,76.308,213.458,EMS,8
362.25647,351.73645,364.86554,0.0206729,0.0094229,0.0056729,0.0,0.1235,0.2691,73.768,209.018,A_ctrl,4
362.25647,351.73645,364.86554,0.0206729,0.0094229,0.0056729,0.0,0.1235,0.2691,73.768,209.018,B_ctrl,6
362.25647,351.73645,364.86554,0.0206729,0.0094229,0.0056729,0.0,0.1235,0.2691,73.768,209.018,C_ctrl,8
362.25647,351.73645,364.86554,0.0206729,0.0094229,0.0056729,0.0,0.1235,0.2691,73.768,209.018,EMS,4
343.17593,361.87207,367.04526,0.0204509,0.0129509,0.0054509,0.0,0.1205,0.2803,69.268,218.992,A_ctrl,0
343.17593,361.87207,367.04526,0.0204509,0.0129509,0.0054509,0.0,0.1205,0.2803,69.268,218.992,B_ctrl,1
343.17593,361.87207,367.04526,0.0204509,0.0129509,0.0054509,0.0,0.1205,0.2803,69.268,218.992,C_ctrl,8
343.17593,361.87207,367.04526,0.0204509,0.0129509,0.0054509,0.0,0.1205,0.2803,69.268,218.992,EMS,6
341.02765,347.93918,377.2091,0.0059496,0.0096996,0.0059496,0.0,0.1162,0.303,57.7,232.119,A_ctrl,0
341.02765,347.93918,377.2091,0.0059496,0.0096996,0.0059496,0.0,0.1162,0.303,57.7,232.119,B_ctrl,3
341.02765,347.93918,377.2091,0.0059496,0.0096996,0.0059496,0.0,0.1162,0.303,57.7,232.119,C_ctrl,3
341.02765,347.93918,377.2091,0.0059496,0.0096996,0.0059496,0.0,0.1162,0.303,57.7,232.119,EMS,4
330.31586,339.50696,355.3563,0.00660595,0.01785595,0.01785595,0.0,0.1157,0.3002,65.268,211.21,A_ctrl,0
330.31586,339.50696,355.3563,0.00660595,0.01785595,0.01785595,0.0,0.1157,0.3002,65.268,211.21,B_ctrl,2
330.31586,339.50696,355.3563,0.00660595,0.01785595,0.01785595,0.0,0.1157,0.3002,65.268,211.21,C_ctrl,2
330.31586,339.50696,355.3563,0.00660595,0.01785595,0.01785595,0.0,0.1157,0.3002,65.268,211.21,EMS,4
351.5988,349.96802,346.3299,0.0055605,0.0130605,0.0130605,0.0,0.1173,0.305,62.856,203.943,A_ctrl,0
351.5988,349.96802,346.3299,0.0055605,0.0130605,0.0130605,0.0,0.1173,0.305,62.856,203.943,B_ctrl,3
351.5988,349.96802,346.3299,0.0055605,0.0130605,0.0130605,0.0,0.1173,0.305,62.856,203.943,C_ctrl,2
351.5988,349.96802,346.3299,0.0055605,0.0130605,0.0130605,0.0,0.1173,0.305,62.856,203.943,EMS,8
354.3595,356.9179,348.28506,0.00519715,0.01644715,0.01269715,0.0,0.1227,0.3228,60.514,224.8,A_ctrl,0
354.3595,356.9179,348.28506,0.00519715,0.01644715,0.01269715,0.0,0.1227,0.3228,60.514,224.8,B_ctrl,2
354.3595,356.9179,348.28506,0.00519715,0.01644715,0.01269715,0.0,0.1227,0.3228,60.514,224.8,C_ctrl,3
354.3595,356.9179,348.28506,0.00519715,0.01644715,0.01269715,0.0,0.1227,0.3228,60.514,224.8,EMS,8
336.61624,348.22232,356.9038,0.00624,0.01374,0.01749,0.0,0.1152,0.3124,63.174,214.532,A_ctrl,0
336.61624,348.22232,356.9038,0.00624,0.01374,0.01749,0.0,0.1152,0.3124,63.174,214.532,B_ctrl,6
336.61624,348.22232,356.9038,0.00624,0.01374,0.01749,0.0,0.1152,0.3124,63.174,214.532,C_ctrl,3
336.61624,348.22232,356.9038,0.00624,0.01374,0.01749,0.0,0.1152,0.3124,63.174,214.532,EMS,8
357.7198,365.2373,352.80096,0.0057266,0.0132266,0.0169766,0.0,0.1222,0.3177,58.712,231.767,A_ctrl,2
357.7198,365.2373,352.80096,0.0057266,0.0132266,0.0169766,0.0,0.1222,0.3177,58.712,231.767,B_ctrl,2
357.7198,365.2373,352.80096,0.0057266,0.0132266,0.0169766,0.0,0.1222,0.3177,58.712,231.767,C_ctrl,3
357.7198,365.2373,352.80096,0.0057266,0.0132266,0.0169766,0.0,0.1222,0.3177,58.712,231.767,EMS,8
341.4207,345.71228,342.16678,0.01408835,0.01408835,0.01783835,0.0,0.1138,0.3418,57.831,212.074,A_ctrl,2
341.4207,345.71228,342.16678,0.01408835,0.01408835,0.01783835,0.0,0.1138,0.3418,57.831,212.074,B_ctrl,2
341.4207,345.71228,342.16678,0.01408835,0.01408835,0.01783835,0.0,0.1138,0.3418,57.831,212.074,C_ctrl,3
341.4207,345.71228,342.16678,0.01408835,0.01408835,0.01783835,0.0,0.1138,0.3418,57.831,212.074,EMS,8
360.8612,344.1989,353.6196,0.0131037,0.0131037,0.0168537,0.0,0.119,0.3161,55.901,188.809,A_ctrl,2
360.8612,344.1989,353.6196,0.0131037,0.0131037,0.0168537,0.0,0.119,0.3161,55.901,188.809,B_ctrl,0
360.8612,344.1989,353.6196,0.0131037,0.0131037,0.0168537,0.0,0.119,0.3161,55.901,188.809,C_ctrl,0
360.8612,344.1989,353.6196,0.0131037,0.0131037,0.0168537,0.0,0.119,0.3161,55.901,188.809,EMS,8
360.9772,358.5693,344.76886,0.01194045,0.005,0.005,0.0,0.1205,0.3138,52.998,189.261,A_ctrl,8
360.9772,358.5693,344.76886,0.01194045,0.005,0.005,0.0,0.1205,0.3138,52.998,189.261,B_ctrl,0
360.9772,358.5693,344.76886,0.01194045,0.005,0.005,0.0,0.1205,0.3138,52.998,189.261,C_ctrl,2
360.9772,358.5693,344.76886,0.01194045,0.005,0.005,0.0,0.1205,0.3138,52.998,189.261,EMS,8
389.25027,328.2443,345.45584,0.005,0.005,0.01196305,0.0,0.1322,0.3296,40.949,229.973,A_ctrl,3
389.25027,328.2443,345.45584,0.005,0.005,0.01196305,0.0,0.1322,0.3296,40.949,229.973,B_ctrl,2
389.25027,328.2443,345.45584,0.005,0.005,0.01196305,0.0,0.1322,0.3296,40.949,229.973,C_ctrl,0
389.25027,328.2443,345.45584,0.005,0.005,0.01196305,0.0,0.1322,0.3296,40.949,229.973,EMS,8
345.9918,353.73752,341.1972,0.01774865,0.01399865,0.00649865,0.0,0.1131,0.3333,48.856,233.227,A_ctrl,2
345.9918,353.73752,341.1972,0.01774865,0.01399865,0.00649865,0.0,0.1131,0.3333,48.856,233.227,B_ctrl,0
